codigo_antigo,codigo_novo,descricao,data_alteracao,unnamed_7
4137-227-0003,4180-200-0532,Implem. KM - FS Lâmina 4 Facas 230mm,2015-11-24,
4247-705-2000,4247-705-2001,Tampa da bomba,2015-12-02,
0000-670-0200,0000-670-0206,Parafuso oco,2016-01-12,
4241-790-5601,4241-790-5605,Quadro do punho,2016-01-12,
4282-190-0300,4282-190-0303,Tampa do arranque c/disp. de arranque,2016-01-12,
0000-930-2519,0000-930-2422,"Fio corte red.sil. Ø 2,7 mm x 10,7 m vm",2016-02-10,
1111-890-6400,1111-890-6400,Calibrador de corrente,2016-02-11,
4238-080-1600,4238-080-1608,Cobertura,2016-02-11,
4282-140-1001,4282-140-1003,Tampa do filtro,2016-03-07,
4140-140-0611,4140-140-0617,Silenciador,2016-05-06,
9512-003-1832,9512-003-1834,Gaiola de agulhas 8x11x10,2016-06-21,
0000-893-4000,1110-893-4000,"Calibrador da corrent 3/8""PMN",2016-07-07,
4238-080-3100,4238-080-3102,Tampa do ventilador,2016-08-08,
1123-791-1700,1123-791-1702,Cabo do punho,2016-10-17,
4180-640-0104,4180-640-0114,Engrenagem,2016-10-17,
5910-850-1008,5910-850-1100,Medidor de rotações EDT 7,2016-10-17,
4134-030-2009,4134-030-2018,Pistão Ø 35 mm,2016-12-06,
4134-030-2011,4134-030-2018,Pistão Ø 35 mm,2016-12-06,
4134-121-4700,4134-121-4701,Membrana de regulagem,2016-12-06,
4851-011-3507,4851-011-3500,"HSA 65 Podador a bateria, 500mm/20""",2017-01-27,
4182-740-5005,4182-740-5008,HT-KM Moto-poda,2017-03-03,
4134-030-0403,4134-030-0406,Virabrequim,2017-03-06,
4850-400-6510,4850-400-6540,AP 180 Bateria,2017-03-15,
4255-540-0200,4255-540-0202,Reservatório de pressão,2017-04-03,
4182-640-0120,4182-640-0150,Engrenagem,2017-04-25,
4811-700-4111,4811-700-4125,Carcaça do ventilador,2017-05-30,
0000-350-3514,4282-007-3600,Cabeçote de aspiração,2017-08-31,
1122-162-0802,1144-162-0802,Contrapeso centrífugo,2017-09-08,
1119-007-1600,1119-007-1601,Jogo de juntas de vedação,2017-09-29,
4137-140-1000,4137-140-1001,Tampa do filtro,2018-02-09,
0000-400-7016,0000-400-7000,Vela de ignição STIHL,2018-05-23,
4775-007-1000,4775-007-1001,Jogo de juntas pistões,2018-05-23,
0781-120-1006,0781-120-1027,Graxa SP 60g,2018-06-11,
4238-020-1205,4238-020-1207,Cilindro com pistão Ø 50 mm,2018-09-21,
4180-400-1313,4180-400-1320,Módulo de ignição,2018-09-27,
4229-182-1500,4229-182-1501,Tirante do acelerador,2018-09-27,
4255-700-7001,4255-700-7003,Alavanca,2018-09-27,
4768-435-0300,4768-430-0500,Interruptor,2018-11-21,
1122-664-0510,1122-664-0503,Batente de garras,2019-02-19,
1140-030-2013,1140-030-2017,Pistão Ø 47 mm,2019-03-12,
0000-967-3743,0000-967-7319,Indicação de advertência pictograma HT,2019-03-27,
4282-350-0405,4282-350-0407,Tanque de combustível,2019-04-02,
4850-400-6540,4850-400-6570,AP 300 Bateria,2019-05-28,
4241-140-4400,4241-140-4403,Filtro de ar HD2,2019-06-13,
4134-120-0615,4134-120-0623,Carburador 4134/15,2019-06-18,
4203-400-1301,4203-400-1302,Módulo de ignição,2019-06-18,
4850-400-6530,4850-400-6560,AP 200 Bateria,2019-07-03,
4238-400-1302,4238-400-1307,Módulo de ignição,2019-08-01,
4282-350-0403,4282-350-0406,Tanque de combustível,2019-08-12,
1122-664-0504,1122-664-0500,Batente de garras,2019-08-13,
4244-020-1250,4244-020-1251,Cilindro com pistão Ø 48 mm,2019-09-03,
1110-400-7005,0000-400-7000,Vela de ignição Bosch WSR 6 F,2019-09-16,
0000-890-2305,0000-890-2300,Chave de fenda aço SAE1045,2019-09-17,
4244-400-1303,4244-400-1308,Módulo de ignição,2019-10-01,
0835-090-7006,0835-094-7001,"Disco de corte D-BA80 Ø 350mm/14""",2019-10-03,
4248-643-0500,4248-643-0504,Pino,2019-10-15,
4244-021-2501,4244-021-2504,Carcaça do virabrequim,2019-10-28,
4224-400-1301,4224-400-1302,Módulo de ignição,2019-11-08,
0000-350-3515,0000-350-3518,Cabeçote de aspiração,2019-11-26,
4811-706-8000,4811-706-8001,Grade proteção,2019-11-27,
1144-020-2903,1144-020-2915,Parte da carcaça do virabrequim,2019-12-17,
9073-478-3276,9039-488-0670,Parafuso auto-atarraxante 4x14,NaT,
9073-478-4290,9074-478-4435,Parafuso IS-P6x19-12/9,2016-04-05,
9073-478-4310,9074-478-4675,"Parafuso IS-P6x32,5",1996-05-20,
9099-021-0160,9103-021-0160,"Parafuso auto-atarraxante 2,2x6,5",1999-05-31,
9099-021-2790,9074-478-3025,Parafuso IS-P4x16-12/9,2009-11-03,
9099-021-2810,9074-478-3076,Parafuso de aço IS-P4x19,2000-01-26,
9099-021-3730,9099-021-3760,"Parafuso auto-atarraxante 4,8x13",1995-11-14,
9104-003-8790,9104-003-3065,"Parafuso IS-P6,3x18",1999-12-01,
9104-007-4290,9104-007-4289,Parafuso de plastoforma IS-P5x20-10/9,2010-05-28,
9110-313-1050,9022-341-1055,Parafuso IS-M5x25,1999-07-28,
9121-319-1270,9121-319-1280,Parafuso prisioneiro M6x16,1996-10-21,
9123-319-1120,9121-319-1120,Parafuso prisioneiro M5x55,1996-10-21,
9211-260-1140,9210-261-1140,Porca sextavada M8x1,1999-12-01,
9298-003-2003,9449-621-0400,Arruela de segurança 4,2000-05-22,
9449-621-0400,9460-620-8010,Anel de segurança SL-4,2000-06-06,
9463-650-0800,9463-650-0805,"Anel de retenção 8x0,7",2006-05-30,
9460-624-0502,1120-122-9000,Anel de segurança,2008-01-28,
9482-435-0030,1120-036-8500,"Chaveta 2x3,7",1988-06-30,
9482-435-0800,4223-036-8600,Chaveta,2008-07-23,
9490-000-7840,9490-000-7850,"Correia trapezoidal estreita 9,7x850",2000-12-20,
9503-003-0311,9503-003-0312,Rolamento de esferas 6002,2009-09-22,
9503-003-0441,9503-003-0440,Rolamento de esferas 6203,2010-08-03,
9503-003-0540,9503-003-0543,Rolamento de esferas de aço 6204-C3,2015-05-07,
9503-003-6430,9503-003-0240,Rolamento de esferas 6201,1999-01-18,
9503-003-6675,9503-003-6676,Rolamento de esferas 6203,2001-04-20,
9507-003-8056,9503-003-9853,Rolamento de esferas DIN625-609-2Z,2010-11-05,
9512-003-2340,9512-535-2340,Gaiola de agulhas 10x14x13,2011-11-21,
9512-003-2343,9512-003-2344,Gaiola de agulhas 10x14x13,2002-08-01,
9512-003-3145,9512-003-3140,Gaiola de agulhas 12x16x13,1999-09-10,
9512-003-3442,9512-003-3440,"Gaiola de agulhas 13x17x17,5",1984-09-03,
9512-003-3800,9512-933-3800,Gaiola de agulhas 14x18x15,1997-01-27,
9516-003-1720,9516-003-1730,Esfera Ø 4 mm,1999-01-18,
9523-003-4265,9523-003-4266,Rolamento esferas 15x35x13,2005-06-30,
9638-003-1581,9639-003-1586,Retentor 15x25,2002-05-17,
9639-010-1743,9639-003-1743,"Retentor DIN3760 17x30x4,4",1996-06-10,
9640-003-1200,9640-003-1195,Retentor 12x22x5,2004-02-19,
9645-945-4050,9645-948-4050,Anel de vedação redondo 36x3,2001-04-24,
9645-945-7430,9645-951-3133,"Anel de vedação redondo 2,9x1,78",2014-09-24,
9645-945-7995,9645-948-7995,Anel vedação redondo borracha 40x4EPDM70,2006-06-23,
9645-945-7603,9645-945-7570,"Anel de vedação redondo 15,54x2,62",2017-06-27,
9645-945-9220,9645-945-8220,"Anel de vedação redondo 53,7x1,78",2006-01-27,
9645-948-7480,9645-945-7480,"Anel de vedação redondo 7,65x1,78",2010-08-06,
9645-948-7504,9645-945-7504,Anel de vedação redondo 10x2,2000-03-16,
9645-948-7512,0000-350-5800,Respiro do tanque de combustível,2004-06-23,
9646-950-0240,9646-945-0240,"Anel vedação redondo DIN3771-S5x1,5",2010-07-14,
9646-945-0240,9645-945-7457,"Anel vedação redondo N 5x1,5-NBR70",2010-07-14,
9770-021-2985,9771-021-2985,Braçadeira da mangueira,2011-06-14,
4900-500-1624,4915-500-1600,Bico do rotor,2011-10-27,
4282-180-1102,4282-180-1103,Cabo do acelerador,2011-10-31,
4140-190-4000,4140-190-4009,Carcaça do arranque completa,2011-11-01,
4237-120-0605,4237-120-0610,Carburador C1Q-S197,2011-12-15,
4702-080-1605,4702-080-1606,Cobertura,2011-12-08,
3997-001-0044,3523-001-0044,63 PM Picco Micro Corrente,2011-11-21,
9512-535-2340,9512-003-2340,Gaiola de agulhas 10x14x13,2011-11-21,
4244-700-0803,4244-700-0812,Recipiente  14 l,2010-10-27,
4231-740-9101,4231-740-9103,Elo da corrente,2007-03-01,
4231-740-7251,4231-740-7251,Garra,2006-06-30,
4765-440-2005,4765-440-2009,Cabo de conexão BR,2010-03-20,
4743-510-0200,4768-510-0200,Válvula de retenção,2010-11-12,
4111-710-2100,4003-710-2113,Cabeçote de corte PolyCut 41-3,2017-10-04,
4223-350-0500,0000-350-0517,Tampa do tanque,2013-04-08,
9291-021-3864,9291-021-3863,"Arruela 6,1x21x1,4",1998-02-27,
4138-640-0106,4138-640-0114,Engrenagem,2016-10-05,
4126-182-1000,4128-182-1000,Alavanca do acelerador,1997-10-09,
4282-025-1800,4282-025-1801,Válvula de admissão,2010-01-12,
4180-400-1300,4180-400-1308,Módulo de ignição,2013-04-03,
1122-160-2005,1122-160-2002,Embreagem,2008-03-25,
0000-120-1654,0000-140-4402,Filtro de ar HD2,2014-02-05,
4140-080-1601,4140-080-1603,Cobertura,2011-09-08,
4743-701-0500,4743-701-0501,Carcaça da bomba,2009-03-30,
4247-708-8400,4247-708-8401,Parafuso,2010-10-14,
4244-790-5501,4244-790-5503,Botão do fecho,2010-12-20,
1117-195-7200,1117-007-1014,Jogo polia,2011-10-24,
4765-012-4510,4765-012-4530,RE 108 Lavadora de alta-pressão,2014-12-15,
4900-503-0900,9771-021-1500,Braçadeira da mangueira de aço Ø 16-25,2012-09-08,
4237-350-7603,4237-350-1400,Elemento de fixação,2011-04-01,
4237-358-0800,,,NaT,
4238-140-4401,4238-140-4403,Filtro de ar,2012-04-13,
4231-740-7205,4231-740-7207,Garra,2012-02-06,
4238-190-0401,4238-190-0404,Tampa do arranque,2011-01-31,
0000-989-5215,0000-937-4049,Mangueira 1000 mm,2016-04-05,
0000-997-5811,0000-997-6005,Mola de tração,2011-07-27,
1130-350-0410,1130-350-0411,Tanque de combustível,2017-05-26,
1113-141-8605 ,0000-930-2803 ,"Mangueira 3,1x5,7 mm x 1 m R3",2017-10-04,
,0712-923-8004 ,"Mangueira 3,1x5,7 mm x 10 m R3",2017-10-04,
1130-358-7700,1130-358-7701,Mangueira,2012-08-06,
4203-790-1103,4203-790-1105,Parte do punho 67 mm,2012-03-29,
6460-440-1905,4812-440-1902,Cabo de ligação 190 mm,2012-03-29,
4241-790-5600,4241-790-5601,Quadro do punho,2016-01-12,
4138-641-0300,4138-640-0550,Carcaça da engrenagem,2015-05-26,
4915-500-5602 ,4915-500-5603,Conjunto de pulverização,2011-01-06,
1123-358-7702,1123-358-7703,Mangueira,2012-07-06,
1137-358-7701,1137-358-7703,Mangueira,2012-04-11,
4230-640-7502,4230-640-7503,Roda dentada,2008-10-17,
4282-701-5403,4282-700-1801,Tubo soprador,2014-10-03,
4241-120-0603,4241-120-0610,Carburador CM-S206,2012-04-18,
1128-350-0833,1128-350-0845,Carcaça do tanque,2012-04-17,
1123-350-3650,1123-350-3651,Jogo mangueira com cabeçote de aspiração,2012-04-17,
4138-740-3205,4182-740-3200,Alojamento,2013-07-12,
1137-120-9703,4180-120-9703,Jogo êmbolo da bomba,2012-05-09,
4128-180-1108,4128-180-1111,Cabo do acelerador,2012-05-10,
9639-003-1584,9639-003-1585,Retentor 15x25x5,2012-05-10,
1128-790-9902,1128-790-9909,Amortecedor,2012-05-18,
0455-901-1223,0455-901-1523,Manual Ferramentas Especiais BR,2012-05-21,
4201-791-7601,4201-791-7604,Apoio dianteiro,2012-05-23,
4230-710-7108,4230-710-7130,"Tubo do eixo Ø 25,4 mm FH-KM",2012-05-23,
4244-400-1306,4244-400-1307,Módulo de ignição,2012-05-28,
1128-350-0845,1128-350-0850,Carcaça do tanque,2012-05-30,
4203-791-0808,4203-791-0811,Parte externa do punho 67 mm,2012-06-04,
4180-140-1004,4180-140-1007,Tampa do filtro,2012-06-06,
4314-790-1000,4314-790-1004,Carcaça do punho,2012-06-14,
4900-500-1674,4900-500-1630,Bico do rotor 1 ponto verde,2012-06-18,
4140-791-7200,4140-791-7201,Luva,2012-06-19,
0000-967-7205,0000-967-7231,Indicação de advertência pictograma FSE,2012-04-23,
9523-003-0420,4144-020-2050,Rolamento de esferas,2012-02-29,
1127-358-7702,1127-358-7703,Mangueira,2012-07-17,
5910-007-2205,5910-007-2222,Jogo ferramentas de montagem,2012-07-27,
4247-701-7700 ,4247-701-7701,Elemento do condutor de ar,2012-08-02,
4180-120-2200,4180-120-2206,Flange,2012-08-08,
4282-701-5401,4282-700-1800,Tubo soprador,2012-08-10,
9645-945-7458,9645-951-7459,"Anel vedação redondo N 5x2,5",2016-01-12,
4282-358-0800,4244-358-0801,Mangueira,2012-09-12,
1119-080-1804,1119-080-1807,Carcaça do ventilador,2012-09-13,
1127-020-3003,1127-020-3006,Carcaça do motor,2012-09-17,
4237-030-0400,4237-030-0402,Virabrequim,2012-09-28,
1123-120-0605,1123-120-0628,Carburador WT-1007 A,2012-10-15,
1119-350-0808,1119-350-0826,Carcaça do tanque,2012-10-16,
4743-435-0301,4743-435-0302,Interruptor,2012-10-16,
1119-350-0854,1119-350-0856,Carcaça do tanque,2012-10-26,
9503-003-0100,9503-003-0102,Rolamento de esferas 6000,2012-10-26,
1123-080-1802,1123-080-1813,Carcaça do ventilador,2012-11-05,
1119-080-2100,1119-080-2102,Carcaça do ventilador c/disp/ arranque,2012-11-08,
4238-430-0500,4238-430-0501,Interruptor,2012-10-24,
0463-902-0072 ,0463-902-0089,Mateira,2015-06-16,
1135-890-4500,5910-890-4504,Extrator,2012-10-01,
1119-080-1803,1119-080-1806,Carcaça do ventilador,2012-11-29,
4130-640-7300,4130-640-7301,Jogo de pinhões,2012-11-29,
0000-997-2000,0000-997-2015,Mola de pressão,2012-04-18,
1119-350-0803,1119-350-0825,Carcaça do tanque,2012-12-03,
6235-713-7000,4008-713-7000,Tampa,2012-10-08,
4244-120-0602 ,4244-120-0603,Carburador C1Q-S209D,2015-03-17,
4140-080-1600,4140-080-1602,Cobertura,2013-02-21,
4203-700-6317,4203-700-6310,Bocal standard,2013-07-24,
1135-350-0816,1135-350-0823,Carcaça do tanque,2012-12-18,
4812-440-3004,4812-440-3002,Cabo de ligação,2016-11-08,
0781-120-1117,0781-120-1028,Tubo de graxa 80 g,2017-04-10,
4119-710-8102,4119-710-8103,Proteção,2013-02-01,
4282-710-9000,4282-710-9020,Cinturão direito,2013-02-01,
0000-350-0526,0000-350-0537,Tampa do tanque,2013-02-08,
0000-350-0525,0000-350-0533,Tampa do tanque,2014-01-24,
1122-650-7700,1122-650-7701,Segurança da corrente,2013-01-29,
1119-080-2101,1119-080-2103,Carcaça do ventilador c/disp/ arranque,2013-01-17,
4119-160-2000,4119-160-2001,Embreagem,2013-02-14,
4282-710-9010,4282-710-9030,Cinturão esquerdo,2013-03-01,
4282-140-2803,4282-140-2851,Carcaça do filtro,2013-03-28,
1122-640-1708,1122-640-1711,Tampa do pinhão da corrente,2013-03-01,
1123-080-2104,1123-080-2115,Carcaça do ventilador c/disp/ arranque,2013-01-28,
4282-710-9100,4282-710-9101,Cinturão,2012-12-18,
1119-200-0133,1119-200-0204,"MS 381 Motosserra,50cm/20"",36RS",2016-04-20,
1127-200-0233,1127-200-0308,"MS 310 Motosserra,50cm/20"",36RM",2013-03-28,
1135-200-0320,1135-200-0436,"MS 361 Motosserra,50cm/20"",36RS",2014-01-20,
1128-200-0150,1128-200-0473,"MS 460 Motosserra,50cm/20"",36RS",2013-06-19,
1121-200-0331,1121-200-0366,"MS 260 Motosserra,32cm/13"",36RS",2014-05-05,
1121-200-0330,1121-200-0365,"MS 260 Motosserra,40cm/16"",36RS",2014-05-08,
3003-001-9821,3003-001-9421,"Sabre S 50cm/20"" 1,6mm/0/063"" 3/8""",2015-05-21,
4140-640-1400,4144-640-5900,Transmissão de saída,2017-09-19,
3003-001-9842,3003-001-6041,"Sabre S 75cm/30"" 1,6mm/0/063"" 3/8""",2013-04-23,
1121-350-0829,1121-350-0834,Carcaça do tanque,2013-01-14,
4762-439-0600,4762-435-2300,Pedal,2003-10-23,
9645-945-7490,9645-948-7470,"Kit Anel ved red parbak 6,07x1,78-NBR70",2009-06-01,
4203-708-4001,4203-708-4003,Peça dosadora,2013-06-24,
0000-350-0504,0000-350-0532,Tampa do tanque,2013-06-27,
4137-020-2600,4137-020-2601,Carcaça do virabrequim lado ventilador,2013-05-14,
4765-510-0301,4765-510-0303,Pistão de comando,2013-07-05,
0781-120-1109,0781-120-1027,Tubo de graxa 80 g  Multi uso,2013-07-05,
9503-003-0351,9503-003-0358,"Rolamento de esferas 15x36,3x11",2017-01-31,
4119-790-1302,4140-790-1304,Cabo de manejo,2013-05-28,
4138-351-0300,4182-350-0300,Tanque de óleo,2013-06-17,
1119-020-2103,1119-020-2121,Carcaça do virabrequim,2016-12-21,
0000-448-1200,0000-448-1203,Porta-cabos,2004-03-24,
0000-967-3502,0000-967-3907,Etiqueta de advertencia,2013-06-07,
0000-967-7207,0000-967-7233,Indicação de advertência pictogram FSE,2013-07-22,
1121-020-2117,1121-020-2125,Carcaça do virabrequim,2013-04-10,
1122-080-1606,1122-080-1607,Cobertura,2013-05-03,
1132-121-5601,1130-121-5605,Injetor fixo 0/49,2013-05-14,
1137-080-1800,1137-080-1808,Carcaça do ventilador,2013-05-03,
4126-182-4500,4128-182-4500,Mola com haste,2013-05-17,
4203-700-6310,4203-700-6318,Bico,2013-07-24,
4244-710-9000,4244-710-9002,Cinturão,2016-11-29,
4244-710-9001,,,2016-11-29,
5910-890-2205,5910-890-2222,Ferramenta de montagem,2013-05-09,
0000-967-3651,0000-967-7231,Indicação de advertência pictograma FSE,2012-07-02,
3982-660-6600,3610-660-6000,"Kit peças da corrente 3/8"" PMM (9 pares)",2013-02-13,
3982-662-1200,,,NaT,
3610-662-5000 ,3610-660-6000,"Kit peças da corrente 3/8"" PMM (9 pares)",2013-02-13,
3610-660-7200,,,NaT,
4244-700-6302,4244-700-6303,Bico,2014-11-26,
4238-350-0813,4238-350-0850,Carcaça do tanque,2013-08-06,
3003-001-9831,3003-001-9431,"Sabre S 63cm/25"" 1,6mm/0/063"" 3/8""",2013-09-02,
1130-020-3002,1130-020-3033,Carcaça do motor,2013-10-02,
1122-664-0503,1122-664-0510,Batente de garras,2012-04-16,
0463-902-0915,0463-902-0096,Mochila de nylon preta,2013-08-09,
1137-120-1601,1137-120-1600,Filtro de ar,2013-10-24,
4119-710-6906,4147-710-6900,Gancho do cinto,2016-01-12,
4241-080-1800,4241-080-1804,Carcaça do ventilador,2013-10-28,
4137-790-1350,4137-790-1307,Cabo de manejo,2013-05-14,
4133-713-1501,4133-713-1502,Prato de pressão,2013-10-29,
4137-180-1103,4137-180-1107,Cabo do acelerador,2013-05-14,
4138-007-1003,4138-007-1009,Jogo de proteção,2013-05-14,
4119-710-6906,4147-710-6900,Gancho do cinto,2016-01-12,
1130-020-3011,1130-020-3034,Carcaça do motor,2013-12-02,
1127-124-1500 ,1127-124-1501,Pré-filtro,2013-11-01,
1137-020-3001,1137-020-3008,Carcaça do motor,2013-12-16,
4900-500-6308,4900-500-6321,Bico verde,2012-05-28,
3997-660-6600,3997-660-6020,"Kit peças da corrente 3/8"" PM",2013-10-15,
1135-200-0323,1135-200-0431,"MS 361 Motosserra,33cm/13"",36RS",2014-01-20,
1135-200-0317,1135-200-0438,"MS 361 Motosserra,40cm/16"",36RS",2014-01-20,
1135-200-0318,1135-200-0439,"MS 361 Motosserra,50cm/20"",36RS",2014-01-20,
1135-200-0324,1135-200-0440,"MS 361 Motosserra,32cm/13"",36RS",2015-12-22,
1135-200-0319,1135-200-0441,"MS 361 Motosserra,40cm/16"",36RS",2014-01-20,
1135-200-0436,1135-200-0442,"MS 361 Motosserra,50cm/20"",36RS",2014-01-20,
0463-308-0000,0463-308-0002,Fita adesiva 50mmx50m,2014-01-21,
4244-700-0902,4244-700-0903,Tampa do recipiente,2014-02-10,
4137-120-0614,4137-120-0611,Carburador C1Q-S80F,2014-02-18,
0000-350-0535,0000-350-0533,Tampa do tanque,2014-01-24,
4228-641-4900,4237-641-4903,Luva,2014-02-17,
4241-080-2101,4241-080-2107,Carcaça do ventilador c/disp/ arranque,2014-02-14,
4119-180-1100 ,4119-180-1101,Cabo do acelerador,2014-09-23,
4128-640-7301,4128-640-7302,Jogo de pinhões,2016-03-29,
4702-358-7700,1111-358-7700,Mangueira,2013-06-17,
1122-162-0801,1122-162-0802,Contrapeso centrífugo,2017-09-08,
1122-442-1603 ,1130-442-1602,Mola de contato,2012-12-13,
1123-200-0006,1123-200-0725,"MS 250 Motosserra,35cm/14"",63PM",2014-03-28,
0000-007-1600,0000-007-1601,Jogo de juntas de vedação,2014-04-24,
4743-701-2600 ,4780-703-0701,Tampa,2014-04-28,
4282-700-4101,4282-700-4103,Carcaça do ventilador,2015-10-14,
4244-120-0603,4244-120-0605,Carburador C1Q-S210C,2015-03-17,
1121-200-0366,1121-200-0407,"MS 260 Motosserra,32cm/13"",26RS",2014-03-26,
1121-200-0365,1121-200-0408,"MS 260 Motosserra,40cm/16"",26RS",2014-03-26,
4244-790-1303,4244-790-1311,Cabo de manejo,2014-05-15,
4230-643-0500,4230-700-6700,Pino,2006-03-09,
4230-643-3400,,,NaT,
4237-080-2102,4237-080-2108,Carcaça do ventilador c/disp/ arranque,2016-01-12,
4282-790-8000,4282-790-8001,Almofada para as costas,2014-05-08,
4915-500-0931,4900-500-0303,Extensão da lança,2011-01-06,
4738-760-7052,4738-760-7050,Jogo de pistões,2015-04-10,
 4244-700-0902,4244-700-0903,Tampa do recipiente,2014-02-10,
4203-708-3405,4203-708-3409,Tubo,2014-07-02,
1135-400-1300,1135-400-1308,Módulo de ignição,2014-07-02,
3610-662-1000,3610-662-1050,"Jogo peças do elo de tração 3/8"" PM 1/1",2014-08-07,
3610-662-1100,3610-662-1150,Jogo peças do elo de tração de segurança,2014-08-07,
5910-850-1650,5910-850-1651,Assento,2014-07-29,
4900-500-8202,4900-500-8212,"Extensão de mangueira 10 m, malha metáli",2016-01-11,
1130-200-0227,1130-200-0337,"MS 170 Motosserra,30cm/12"",61PMM3",2016-10-04,
4282-700-2100,4282-700-2102,Cobertura,2014-09-17,
4282-701-5403 ,4282-700-1801,Tubo soprador,2014-10-03,
4140-160-2903,4144-160-2904,Tambor da embreagem,2016-07-21,
1137-350-5000,1137-350-5003,Tubo,2014-11-26,
4140-140-2850,4140-140-2851,Carcaça do filtro,2014-10-07,
0000-350-5804,0000-350-5807,Respiro do tanque,2015-01-09,
4140-140-0609,4140-140-0617,Silenciador,2014-03-31,
4140-162-7900,4140-162-7901,Mola de tração,2010-08-13,
4237-350-0405,4237-350-0450,Tanque de combustível,2016-01-12,
0000-958-1021,0000-958-1022,Arruela Ø 27 mm,2011-05-25,
1130-200-0286,1130-200-0398,"MS 180 Motosserra,35cm/14"",61PMM3",2016-10-04,
4237-350-0402,4237-350-0405,Tanque de combustível,2015-03-05,
4765-007-1000,4765-007-1002,Jogo de juntas pistão,2015-04-02,
9645-945-8625,9645-945-8627,"Anel de vedação redondo 85x2,62",2012-12-18,
4244-701-1800,4244-701-1805,Placa dorsal,2015-04-09,
4138-640-0116,4182-640-0126,Engrenagem,2015-04-13,
1135-020-2601,1135-020-2606,Carcaça do virabrequim lado ventilador,2012-10-08,
4765-607-3000,4776-607-3000,Ventilador,2015-02-04,
4241-791-0202,4241-791-0201,Cabo,2015-04-29,
4915-502-0803 ,4915-502-0801,Agulha de limpeza,2015-05-06,
4244-791-3400,4244-791-3402,Suporte,2015-05-15,
1128-020-2137,1128-020-2143,Carcaça do virabrequim,2015-05-25,
1137-640-2001,1137-640-2005,"Pinhão da corrente 3/8"" Picco 6Z",2015-04-29,
4241-120-0613,4241-120-0617,Carburador C1M-S289,2016-06-02,
4237-200-0005,4237-200-0010,"HS 82 R Podador,600mm/24""",2017-06-09,
1122-664-0500,1122-664-0504,Batente de garras,2015-03-23,
4244-708-4002,4244-708-4003,Peça dosadora,2015-03-24,
4776-007-1003,4775-007-1000,Jogo de juntas pistões,2015-05-06,
4776-700-2300,4776-700-2301,Parafuso de fechamento,2015-05-06,
1113-121-4705,1123-121-4701,Membrana de regulagem,2015-07-09,
0000-350-3506,0000-350-3502,Cabeçote de aspiração,2015-05-07,
4237-120-0605,4237-120-0610,Carburador C1Q-S197,2011-05-26,
4237-711-4801,4237-711-4800,Reforço,2005-06-24,
4812-710-6052,4812-710-6059,"Lâmina 500 mm / 20""",2015-07-16,
4244-701-1801,4244-701-1803,Placa dorsal,2014-05-05,
4768-012-4507,4768-012-4514,RE 143 Lavadora de alta pressão 220 V,2016-01-07,
1250-200-0014,1250-200-0059,MSA 160 C-BQ Motosserra a bateria,2015-10-07,
4140-200-0396,4140-200-0444,"FS 55 R Roçadeira,GSB 230-2",2016-01-07,
4140-200-0397,4140-200-0443,"FS 55 R Roçadeira,AutoCut C 25-2",2016-01-12,
4255-019-4930,4255-019-4932,SG 31 Pulverizador Manual,2016-01-20,
1121-790-9902,1121-790-9901,Amortecedor,2015-12-14,
4255-500-1300,4255-500-1303,Pistola,2017-03-06,
4776-605-1000,4776-605-1004,Capacitor 30 µF 500 V,2015-09-17,
1123-140-0608,1123-140-0611,Silenciador,2016-01-20,
1119-200-0125,1119-200-0243,"MS 382 Motosserra,33cm/13"",36RS",2016-04-19,
1119-200-0129,1119-200-0240,"MS 382 Motosserra,40cm/16"",36RS",2016-04-19,
1119-200-0132,1119-200-0241,"MS 382 Motosserra,50cm/20"",36RS",2016-04-19,
1119-200-0130,1119-200-0242,"MS 382 Motosserra,40cm/16"",36RS",2016-04-19,
1119-200-0204,1119-200-0244,"MS 382 Motosserra,50cm/20"",36RS",2016-04-19,
1119-200-0126,1119-200-0291,"MS 382 Motosserra,32cm/13"",36RS",2016-04-20,
4140-160-2901,4140-160-2908,Tambor da embreagem,2016-04-21,
4137-200-0273,4137-200-0300,KM 85 R FCB - Aparador de Cantos,2016-04-21,
4128-640-7302,4128-640-7303,Jogo de pinhões,2016-03-29,
4282-708-8700,4282-708-8705,Braçadeira,2016-01-22,
4137-740-5000,4180-740-5002,Implem/ KM - FCB Aparador de Cantos,2016-04-15,
4804-704-3400,4811-700-3400,Roda do ventilador,2015-12-16,
4915-500-0898,4915-500-0838,"Mangueira de alta pressão DN 6, 6 m",2016-04-25,
4915-500-0832,4915-500-0828,"Mangueira de alta pressão DN 6, 7 m",2016-04-25,
4126-182-1001,4128-182-1000,Alavanca do acelerador,2016-04-28,
4128-717-2701,4128-717-2704,Anel de proteção,2015-10-19,
4138-640-0550,4182-640-0126,Engrenagem,2015-04-13,
1135-030-2000,1135-030-2005,Pistão Ø 47mm,2015-01-13,
1127-140-1900,1127-140-1903,Tampa do filtro,2017-05-04,
4765-510-0302,4765-510-0303,Pistão de comando,2013-07-05,
4282-120-0604,4282-120-0611,Carburador,2016-02-01,
4137-710-3200,4137-710-3203,Eixo de acionamento,2014-08-11,
4140-791-7201,4140-791-7207,Luva,2015-07-10,
4775-700-2300,4776-700-2301,Parafuso de fechamento,2015-08-21,
0000-967-3725,0000-967-7253,Indicação de advertência pictograma FS,2015-11-10,
